2024-04-30 15:27:48,106 INFO    StreamThr :2176332 [internal.py:wandb_internal():86] W&B internal server running at pid: 2176332, started at: 2024-04-30 15:27:48.104780
2024-04-30 15:27:48,111 DEBUG   HandlerThread:2176332 [handler.py:handle_request():144] handle_request: status
2024-04-30 15:27:48,117 INFO    WriterThread:2176332 [datastore.py:open_for_write():85] open: /home/srk1995/PycharmProjects/diffusers/examples/unconditional_image_generation/wandb/run-20240430_152748-h9xydai4/run-h9xydai4.wandb
2024-04-30 15:27:48,126 DEBUG   SenderThread:2176332 [sender.py:send():369] send: header
2024-04-30 15:27:48,161 DEBUG   SenderThread:2176332 [sender.py:send():369] send: run
2024-04-30 15:27:48,713 INFO    SenderThread:2176332 [dir_watcher.py:__init__():211] watching files in: /home/srk1995/PycharmProjects/diffusers/examples/unconditional_image_generation/wandb/run-20240430_152748-h9xydai4/files
2024-04-30 15:27:48,713 INFO    SenderThread:2176332 [sender.py:_start_run_threads():1100] run started: h9xydai4 with start time 1714458468.092975
2024-04-30 15:27:48,720 DEBUG   SenderThread:2176332 [sender.py:send_request():396] send_request: summary_record
2024-04-30 15:27:48,721 INFO    SenderThread:2176332 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2024-04-30 15:27:48,737 DEBUG   HandlerThread:2176332 [handler.py:handle_request():144] handle_request: check_version
2024-04-30 15:27:48,738 DEBUG   SenderThread:2176332 [sender.py:send_request():396] send_request: check_version
2024-04-30 15:27:48,872 DEBUG   HandlerThread:2176332 [handler.py:handle_request():144] handle_request: run_start
2024-04-30 15:27:48,886 DEBUG   HandlerThread:2176332 [system_info.py:__init__():31] System info init
2024-04-30 15:27:48,886 DEBUG   HandlerThread:2176332 [system_info.py:__init__():46] System info init done
2024-04-30 15:27:48,886 INFO    HandlerThread:2176332 [system_monitor.py:start():181] Starting system monitor
2024-04-30 15:27:48,887 INFO    SystemMonitor:2176332 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-04-30 15:27:48,888 INFO    HandlerThread:2176332 [system_monitor.py:probe():201] Collecting system info
2024-04-30 15:27:48,890 INFO    SystemMonitor:2176332 [interfaces.py:start():190] Started cpu monitoring
2024-04-30 15:27:48,895 INFO    SystemMonitor:2176332 [interfaces.py:start():190] Started disk monitoring
2024-04-30 15:27:48,898 INFO    SystemMonitor:2176332 [interfaces.py:start():190] Started gpu monitoring
2024-04-30 15:27:48,904 INFO    SystemMonitor:2176332 [interfaces.py:start():190] Started memory monitoring
2024-04-30 15:27:48,907 INFO    SystemMonitor:2176332 [interfaces.py:start():190] Started network monitoring
2024-04-30 15:27:48,980 DEBUG   HandlerThread:2176332 [system_info.py:probe():195] Probing system
2024-04-30 15:27:48,991 DEBUG   HandlerThread:2176332 [system_info.py:_probe_git():180] Probing git
2024-04-30 15:27:49,020 DEBUG   HandlerThread:2176332 [system_info.py:_probe_git():188] Probing git done
2024-04-30 15:27:49,021 DEBUG   HandlerThread:2176332 [system_info.py:probe():240] Probing system done
